book_name	author_name
"the innocents abroad, part 3 of 6"	mark twain
"the innocents abroad, part 2 of 6"	mark twain
"the innocents abroad, part 1 of 6"	mark twain
the water of life	charles kingsley
four months in a sneak-box	nathaniel h. bishop
the conservation of races	w. e. burghardt du bois
the metaphysical elements of ethics	immanuel kant
the critique of practical reason	immanuel kant
fundamental principles of the metaphysic of morals	immanuel kant
the laws of etiquette	a gentleman
"heroic romances of ireland, complete"	a. h. leahy
"heroic romances of ireland, vol. 2"	a. h. leahy
"heroic romances of ireland, vol. 1"	a. h. leahy
jimmie higgins	upton sinclair
a double story	george macdonald
the holiday round	a. a. milne
hector's inheritance	horatio alger
the young musician	horatio alger
the voice on the wire	eustace hale ball
the visions of the sleeping bard	ellis wynne
jacob's room	virginia woolf
considerations on representative government	john stuart mill
"the arabian nights entertainments, complete"	anonomous
"the arabian nights entertainments, vol. 4"	anonomous
"the arabian nights entertainments, vol. 3"	anonomous
"the arabian nights entertainments, vol. 2"	anonomous
"the arabian nights entertainments, vol. 1"	anonomous
the prose of alfred lichtenstein	anonymous
the potato child & others	mrs. charles j. woodbury
"a son of the gods, and a horseman in the sky"	ambrose bierce
mary louise	edith van dyne
stories by foreign authors: polish	various
lord jim	joseph conrad
the practice of the presence of god	brother lawrence
the gospel of john for readers	lightheart
burke's speech on conciliation with america	edmund burke
what every woman knows	james m. barrie
die mitschuldigen	johann wolfgang goethe
"thoughts out of season, part one"	friedrich nietzsche
dreams and dream stories	anna bonus kingsford
"the sketches of seymour, complete"	robert seymour
"the sketches of seymour, part 5"	robert seymour
"the sketches of seymour, part 4"	robert seymour
"the sketches of seymour, part 3"	robert seymour
"the sketches of seymour, part 2"	robert seymour
"the sketches of seymour, part 1"	robert seymour
sganarelle	molière
ranson's folly	richard harding davis
harry heathcote of gangoil	anthony trollope
man or matter	ernst lehrs
"baron pal podmaniczky and the norwegian bible,"	anonymous
the progressive democracy of james m. cox	charles e. morris
an adventure with a genius	alleyne ireland
literary and philosophical essays	"montaigne, michel, sainte-beuve,"
winding paths	gertrude page
"musical score of string quartet no.  in g major, k. ,"	anonymous
"musical score of grosse fuge (for string quartet), op. ,"	anonymous
the martial adventures of henry and me	william allen white
five little peppers midway	margaret sidney
patty's suitors	carolyn wells
"the story of ""mormonism"" and the philosophy of ""mormonism"","	anonymous
dorothy dale	margaret penrose
preludes 1921-1922	john drinkwater
"musical score of string quartet no.  in e-flat major,"	anonymous
"opus 125, no. 1 (1817)"	franz peter schubert
the motormaniacs	lloyd osbourne
flint and feather	e. pauline johnson
the inhumanity of socialism	edward f. adams
the young explorer	horatio alger
at last	marion harland
baron d'holbach	max pearson cushing
palaces and courts of the exposition	juliet james
essays on mankind and political arithmetic	william petty
six plays	florence henrietta darwin
bobbsey twins in washington	laura lee hope
the madman	khalil gibran
the pink fairy book	various
chess strategy	edward lasker
"[reserved: the arabian nights entertainments, vol. 2"	anon]
"the arabian nights entertainments, vol. 1"	anonomous
the satyricon	petronius arbiter
the cardinal's snuff-box	henry harland
"the corporation of london, william ferneley allen"	anonymous
trial of witnessses of the resurrection of jesus	anonymous
romanzero	heinrich heine
guns of the gods	talbot mundy
the power of movement in plants	charles darwin francis darwin
getting married	george bernard shaw
seven icelandic short stories	various
the boy scouts patrol	ralph victor
jan of the windmill	juliana horatia ewing
the complete historical romances of georg ebers	anonymous
the story of my life from childhood to manhood	georg ebers
"the story of my life from childhood to manhood, vol. 6"	georg ebers
"the story of my life from childhood to manhood, vol. 5"	georg ebers
"the story of my life from childhood to manhood, vol. 4"	georg ebers
"the story of my life from childhood to manhood, vol. 3"	georg ebers
"the story of my life from childhood to manhood, vol. 2"	georg ebers
"the story of my life from childhood to manhood, vol. 1"	georg ebers
the complete short works of georg ebers	anonymous
the nuts	georg ebers
the greylock	georg ebers
the elixir	georg ebers
a question	georg ebers
"in the blue pike, complete"	george ebers
"in the blue pike, vol. 3"	georg ebers
"in the blue pike, vol. 2"	georg ebers
"in the blue pike, vol. 1"	georg ebers
"the burgomaster's wife, complete"	georg ebers
"the burgomaster's wife, vol. 5"	georg ebers
"the burgomaster's wife, vol. 4"	georg ebers
"the burgomaster's wife, vol. 3"	georg ebers
"the burgomaster's wife, vol. 2"	georg ebers
"the burgomaster's wife, vol. 1"	georg ebers
"a word only a word, complete"	georg ebers
"a word only a word, vol. 5"	georg ebers
"a word only a word, vol. 4"	georg ebers
"a word only a word, vol. 3"	georg ebers
"a word only a word, vol. 2"	georg ebers
"a word only a word, vol. 1"	georg ebers
"barbara blomberg, complete"	georg ebers
"barbara blomberg, vol. 10"	georg ebers
"barbara blomberg, vol. 9"	georg ebers
"barbara blomberg, vol. 8"	georg ebers
"barbara blomberg, vol. 7"	georg ebers
"barbara blomberg, vol. 6"	georg ebers
"barbara blomberg, vol. 5"	georg ebers
"barbara blomberg, vol. 4"	georg ebers
"barbara blomberg, vol. 3"	georg ebers
"barbara blomberg, vol. 2"	georg ebers
"barbara blomberg, vol. 1"	georg ebers
"margery, complete"	georg ebers
"margery, vol. 8"	georg ebers
"margery, vol. 7"	georg ebers
"margery, vol. 6"	georg ebers
"margery, vol. 5"	georg ebers
"margery, vol. 4"	georg ebers
"margery, vol. 3"	georg ebers
"margery, vol. 2"	georg ebers
"margery, vol. 1"	georg ebers
"in the fire of the forge, complete"	georg ebers
"in the fire of the forge, vol. 8"	georg ebers
"in the fire of the forge, vol. 7"	georg ebers
"in the fire of the forge, vol. 6"	georg ebers
"in the fire of the forge, vol. 5"	georg ebers
"in the fire of the forge, vol. 4"	georg ebers
"in the fire of the forge, vol. 3"	georg ebers
"in the fire of the forge, vol. 2"	georg ebers
"in the fire of the forge, vol. 1"	georg ebers
"a thorny path, complete"	georg ebers
"a thorny path, vol. 12"	georg ebers
"a thorny path, vol. 11"	georg ebers
"a thorny path, vol. 10"	georg ebers
"a thorny path, vol. 9"	georg ebers
"a thorny path, vol. 8"	georg ebers
"a thorny path, vol. 7"	georg ebers
"a thorny path, vol. 6"	georg ebers
"a thorny path, vol. 5"	georg ebers
"a thorny path, vol. 4"	georg ebers
"a thorny path, vol. 3"	georg ebers
"a thorny path, vol. 2"	georg ebers
"a thorny path, vol. 1"	georg ebers
"the bride of the nile, complete"	georg ebers
"the bride of the nile, vol. 12"	georg ebers
"the bride of the nile, vol. 11"	georg ebers
"the bride of the nile, vol. 10"	georg ebers
"the bride of the nile, vol. 9"	georg ebers
"the bride of the nile, vol. 8"	georg ebers
"the bride of the nile, vol. 7"	georg ebers
"the bride of the nile, vol. 6"	georg ebers
"the bride of the nile, vol. 5"	georg ebers
"the bride of the nile, vol. 4"	georg ebers
"the bride of the nile, vol. 3"	georg ebers
"the bride of the nile, vol. 2"	georg ebers
"the bride of the nile, vol. 1"	georg ebers
"arachne, complete"	georg ebers
"arachne, vol. 8"	georg ebers
"arachne, vol. 7"	georg ebers
"arachne, vol. 6"	georg ebers
"arachne, vol. 5"	georg ebers
"arachne, vol. 4"	georg ebers
"arachne, vol. 3"	georg ebers
"arachne, vol. 2"	georg ebers
"arachne, vol. 1"	georg ebers
"serapis, complete"	georg ebers
"serapis, vol. 6"	georg ebers
"serapis, vol. 5"	georg ebers
"serapis, vol. 4"	georg ebers
"serapis, vol. 3"	georg ebers
"serapis, vol. 2"	georg ebers
"serapis, vol. 1"	georg ebers
the advancement of learning	francis bacon
"homo sum, complete"	georg ebers
"homo sum, vol. 5"	georg ebers
"homo sum, vol. 4"	georg ebers
"homo sum, vol. 3"	georg ebers
"homo sum, vol. 2"	georg ebers
"homo sum, vol. 1"	georg ebers
"the emperor, complete"	georg ebers
"the emperor, vol. 10"	georg ebers
"the emperor, vol. 9"	georg ebers
"the emperor, vol. 8"	georg ebers
"the emperor, vol. 7"	georg ebers
"the emperor, vol. 6"	georg ebers
"the emperor, vol. 5"	georg ebers
"the emperor, vol. 4"	georg ebers
"the emperor, vol. 3"	georg ebers
"the emperor, vol. 2"	georg ebers
"the emperor, vol. 1"	georg ebers
"cleopatra, complete"	georg ebers
"cleopatra, vol. 9"	georg ebers
"cleopatra, vol. 8"	georg ebers
"cleopatra, vol. 7"	georg ebers
"cleopatra, vol. 6"	georg ebers
"cleopatra, vol. 5"	georg ebers
"cleopatra, vol. 4"	georg ebers
"cleopatra, vol. 3"	georg ebers
"cleopatra, vol. 2"	georg ebers
"cleopatra, vol. 1"	georg ebers
"joshua, complete"	georg ebers
"joshua, vol. 5"	georg ebers
"joshua, vol. 4"	georg ebers
"joshua, vol. 3"	georg ebers
"joshua, vol. 2"	georg ebers
"joshua, vol. 1"	georg ebers
"the sisters, complete"	georg ebers
"the sisters, vol. 5"	georg ebers
"the sisters, vol. 4"	georg ebers
"the sisters, vol. 3"	georg ebers
"the sisters, vol. 2"	georg ebers
"the sisters, vol. 1"	georg ebers
"an egyptian princess, complete"	georg ebers
"an egyptian princess, vol. 10"	georg ebers
"an egyptian princess, vol. 9"	georg ebers
"an egyptian princess, vol. 8"	georg ebers
"an egyptian princess, vol. 7"	georg ebers
"an egyptian princess, vol. 6"	georg ebers
"an egyptian princess, vol. 5"	georg ebers
"an egyptian princess, vol. 4"	georg ebers
"an egyptian princess, vol. 3"	georg ebers
"an egyptian princess, vol. 2"	georg ebers
"an egyptian princess, vol. 1"	georg ebers
"uarda, complete"	georg ebers
"uarda, vol. 10"	georg ebers
"uarda, vol. 9"	georg ebers
"uarda, vol. 8"	georg ebers
"uarda, vol. 7"	georg ebers
"uarda, vol. 6"	georg ebers
"uarda, vol. 5"	georg ebers
"uarda, vol. 4"	georg ebers
"uarda, vol. 3"	georg ebers
"uarda, vol. 2"	georg ebers
"uarda, vol. 1"	georg ebers
glenloch girls	grace m. remick
an original belle	e. p. roe
hyperion	henry wadsworth longfellow
the stillwater tragedy	thomas bailey aldrich
the physiology of taste	brillat savarin
without a home	e. p. roe
"odes and carmen saeculare of horace, horace"	anonymous
stories by foreign authors: german	various
preface to a dictionary of the english language	anonymous
preface to shakespeare	samuel johnson
a defence of poetry and other essays	percy bysshe shelley
emile	jean-jacques rousseau
princess polly's playmates	amy brooks
the five books of youth	robert hillyer
an icelandic primer	henry sweet
l'homme qui rit	victor hugo
the masquerader	katherine cecil thurston
the metropolis	upton sinclair
rab and his friends	john brown
"satires, epistles, and art of poetry"	horace
the home acre	e. p. roe
struggling upward	"horatio alger, jr."
"the memoirs of count grammont, complete"	anthony hamilton
"the memoirs of count grammont, volume 7"	anthony hamilton
"the memoirs of count grammont, volume 6"	anthony hamilton
"the memoirs of count grammont, volume 5"	anthony hamilton
"the memoirs of count grammont, volume 4"	anthony hamilton
"the memoirs of count grammont, volume 3"	anthony hamilton
"the memoirs of count grammont, volume 2"	anthony hamilton
"the memoirs of count grammont, volume 1"	anthony hamilton
the rubaiyat of omar khayyam jr.	wallace irwin
the recreations of a country parson	a. k. h. boyd
afoot in england	w.h. hudson
the ne'er-do-well	rex beach
"grace harlowe's overland riders on the great american desert,"	anonymous
short stories for english courses	various
1811 dictionary in the vulgar tongue	francis grose
old rose and silver	myrtle reed
"complete pg edition of the works of winston churchill,"	anonymous
"an essay on the american contribution and the democratic idea,"	anonymous
a traveller in war-time	winston churchill
dr. jonathan	winston churchill
"the crisis, complete"	winston churchill
"the crisis, volume 8"	winston churchill
"the crisis, volume 7"	winston churchill
"the crisis, volume 6"	winston churchill
"the crisis, volume 5"	winston churchill
"the crisis, volume 4"	winston churchill
